"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:MF","passive transmembrane transporter activity","GO:0022803","false","1.0207147915781517e-64","63.991095591651884","508","190","54","63187","Q15825,A8MPY1,Q04844,Q05901,Q13003,O94759,P28476,P11230,P24046,Q07001,P32297,Q9UGM1,Q13698,Q9ULK0,P30532,Q9H2X9,P48058,Q9GZZ6,P42262,P42263,P17787,O75762,Q13936,Q9UQD0,Q15822,P55011,P43681,P30926,Q13002,P42261,P48048,P07510,Q7L1W4,Q8WXA8,Q01118,Q99250,O95264,O43424,Q16478,Q5XXA6,Q9Y5Y9,P02708,Q9UI33,P35372,Q9UHW9,Q14524,P98161,Q9NY46,Q06432,Q9UP95,Q15858,O00180,A5X5Y0,Q14643"
"GO:MF","postsynaptic neurotransmitter receptor activity","GO:0098960","false","1.5790667276292674e-64","63.801599517345174","72","190","34","63187","Q15825,Q04844,Q05901,Q13003,P28476,P11230,Q07001,P32297,Q9UGM1,Q9ULK0,P30532,P48058,Q9GZZ6,P42262,Q9UBS5,P42263,P17787,Q15822,P43681,P30926,Q13002,P42261,P41594,P07510,Q13255,Q8WXA8,Q9H3N8,O95264,O43424,Q16478,P02708,Q9Y5N1,A5X5Y0,P08912"
"GO:MF","monoatomic cation transmembrane transporter activity","GO:0008324","false","4.859012692935554e-62","61.313451966451574","608","190","55","63187","Q15825,Q04844,Q05901,Q13003,O94759,P11230,Q07001,P32297,Q9UGM1,Q13698,P23975,P30531,P30532,Q9H2X9,Q9GZZ6,P17787,O75762,Q99624,Q13936,Q9UQD0,Q15822,P55011,P43681,P30926,Q13002,P48048,P07510,O60931,Q8WXA8,P55017,Q01118,Q99250,O95264,Q16478,Q5XXA6,Q9Y345,Q9Y5Y9,P02708,P16615,Q9UI33,P35372,Q9UHW9,Q9H0U3,Q99808,Q14524,P98161,Q9NY46,Q06432,O14983,Q9UP95,P13866,Q15858,O00180,A5X5Y0,Q14643"
"GO:MF","monoatomic ion channel activity","GO:0005216","false","7.010272474178497e-61","60.15426510161502","444","190","50","63187","Q15825,A8MPY1,Q04844,Q05901,Q13003,O94759,P28476,P11230,P24046,Q07001,P32297,Q9UGM1,Q13698,Q9ULK0,P30532,P48058,Q9GZZ6,P42262,P42263,P17787,O75762,Q13936,Q9UQD0,Q15822,P43681,P30926,Q13002,P42261,P48048,P07510,Q7L1W4,Q8WXA8,Q01118,Q99250,O95264,O43424,Q16478,Q5XXA6,Q9Y5Y9,P02708,Q9UI33,P35372,Q14524,P98161,Q9NY46,Q06432,Q15858,O00180,A5X5Y0,Q14643"
"GO:MF","G protein-coupled peptide receptor activity","GO:0008528","false","3.3319906162904412e-59","58.47729623034419","123","190","36","63187","O43613,P47901,O43614,O95838,P32745,O00254,P50052,P49683,P50391,P30411,P32238,P30559,O95665,P25103,P21462,P30556,P21452,P47871,P22888,P43220,Q6W5P4,P16473,P24530,P41146,P35372,P29371,Q02643,Q15761,Q03431,P30988,P25929,P35346,P37288,P25116,P30874,P55085"
"GO:MF","peptide receptor activity","GO:0001653","false","3.3819482135534494e-58","57.47083304686843","130","190","36","63187","O43613,P47901,O43614,O95838,P32745,O00254,P50052,P49683,P50391,P30411,P32238,P30559,O95665,P25103,P21462,P30556,P21452,P47871,P22888,P43220,Q6W5P4,P16473,P24530,P41146,P35372,P29371,Q02643,Q15761,Q03431,P30988,P25929,P35346,P37288,P25116,P30874,P55085"
"GO:MF","neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential","GO:0099529","false","6.05310898877611e-56","55.218021506362035","57","190","29","63187","Q15825,Q04844,Q05901,Q13003,P28476,P11230,Q07001,P32297,Q9UGM1,Q9ULK0,P30532,P48058,Q9GZZ6,P42262,Q9UBS5,P42263,P17787,Q15822,P43681,P30926,Q13002,P42261,P07510,Q8WXA8,O95264,O43424,Q16478,P02708,A5X5Y0"
"GO:MF","extracellular ligand-gated monoatomic ion channel activity","GO:0005230","false","4.6311780123765624e-54","53.33430852535311","74","190","30","63187","Q15825,A8MPY1,Q04844,Q05901,Q13003,P28476,P11230,P24046,Q07001,P32297,Q9UGM1,Q9ULK0,P30532,P48058,Q9GZZ6,P42262,P42263,P17787,Q15822,P43681,P30926,Q13002,P42261,P07510,Q8WXA8,O95264,O43424,Q16478,P02708,A5X5Y0"
"GO:MF","transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential","GO:1904315","false","6.016154809420337e-54","53.220680996882514","55","190","28","63187","Q15825,Q04844,Q05901,Q13003,P28476,P11230,Q07001,P32297,Q9UGM1,Q9ULK0,P30532,P48058,Q9GZZ6,P42262,P42263,P17787,Q15822,P43681,P30926,Q13002,P42261,P07510,Q8WXA8,O95264,O43424,Q16478,P02708,A5X5Y0"
"GO:MF","ligand-gated monoatomic ion channel activity","GO:0015276","false","2.379219628284121e-53","52.62356546592858","171","190","36","63187","Q15825,A8MPY1,Q04844,Q05901,Q13003,O94759,P28476,P11230,P24046,Q07001,P32297,Q9UGM1,Q9ULK0,P30532,P48058,Q9GZZ6,P42262,P42263,P17787,O75762,Q15822,P43681,P30926,Q13002,P42261,P48048,P07510,Q8WXA8,O95264,O43424,Q16478,Q5XXA6,P02708,O00180,A5X5Y0,Q14643"
"GO:MF","ligand-gated channel activity","GO:0022834","false","3.001860408432838e-53","52.5226095070484","172","190","36","63187","Q15825,A8MPY1,Q04844,Q05901,Q13003,O94759,P28476,P11230,P24046,Q07001,P32297,Q9UGM1,Q9ULK0,P30532,P48058,Q9GZZ6,P42262,P42263,P17787,O75762,Q15822,P43681,P30926,Q13002,P42261,P48048,P07510,Q8WXA8,O95264,O43424,Q16478,Q5XXA6,P02708,O00180,A5X5Y0,Q14643"
"GO:MF","transmitter-gated monoatomic ion channel activity","GO:0022824","false","2.9715053531313806e-52","51.52702348302875","61","190","28","63187","Q15825,Q04844,Q05901,Q13003,P28476,P11230,Q07001,P32297,Q9UGM1,Q9ULK0,P30532,P48058,Q9GZZ6,P42262,P42263,P17787,Q15822,P43681,P30926,Q13002,P42261,P07510,Q8WXA8,O95264,O43424,Q16478,P02708,A5X5Y0"
"GO:MF","transmitter-gated channel activity","GO:0022835","false","2.9715053531313806e-52","51.52702348302875","61","190","28","63187","Q15825,Q04844,Q05901,Q13003,P28476,P11230,Q07001,P32297,Q9UGM1,Q9ULK0,P30532,P48058,Q9GZZ6,P42262,P42263,P17787,Q15822,P43681,P30926,Q13002,P42261,P07510,Q8WXA8,O95264,O43424,Q16478,P02708,A5X5Y0"
"GO:MF","monoatomic cation channel activity","GO:0005261","false","5.5825398614071246e-49","48.253168167221624","336","190","40","63187","Q15825,Q04844,Q05901,Q13003,O94759,P11230,Q07001,P32297,Q9UGM1,Q13698,P30532,Q9GZZ6,P17787,O75762,Q13936,Q9UQD0,Q15822,P43681,P30926,Q13002,P48048,P07510,Q8WXA8,Q01118,Q99250,O95264,Q16478,Q5XXA6,Q9Y5Y9,P02708,Q9UI33,P35372,Q14524,P98161,Q9NY46,Q06432,Q15858,O00180,A5X5Y0,Q14643"
"GO:MF","inorganic molecular entity transmembrane transporter activity","GO:0015318","false","5.952522594897732e-45","44.22529894740216","692","190","46","63187","A8MPY1,Q13003,O94759,P28476,P24046,Q9UGM1,Q13698,P23975,P30531,Q9H2X9,P48058,Q9GZZ6,P42262,P42263,O75762,Q99624,Q13936,Q9UQD0,P55011,Q13002,P42261,P48048,O60931,P55017,Q01118,Q99250,Q16478,Q5XXA6,Q9Y345,Q9Y5Y9,P16615,Q9UI33,P35372,Q9UHW9,Q9H0U3,Q99808,Q14524,P98161,Q9NY46,Q06432,O14983,Q9UP95,P13866,Q15858,O00180,Q14643"
"GO:MF","inorganic cation transmembrane transporter activity","GO:0022890","false","1.1730251820773581e-42","41.93069266450864","569","190","42","63187","Q13003,O94759,Q9UGM1,Q13698,P23975,P30531,Q9H2X9,P48058,Q9GZZ6,P42262,P42263,O75762,Q99624,Q13936,Q9UQD0,P55011,Q13002,P42261,P48048,O60931,P55017,Q01118,Q99250,Q16478,Q9Y345,Q9Y5Y9,P16615,Q9UI33,P35372,Q9UHW9,Q9H0U3,Q99808,Q14524,P98161,Q9NY46,Q06432,O14983,Q9UP95,P13866,Q15858,O00180,Q14643"
"GO:MF","acetylcholine-gated monoatomic cation-selective channel activity","GO:0022848","false","3.254068089129774e-39","38.48757336399167","23","190","18","63187","Q15825,Q04844,Q05901,P11230,Q07001,P32297,Q9UGM1,P30532,Q9GZZ6,P17787,Q15822,P43681,P30926,P07510,Q8WXA8,O95264,P02708,A5X5Y0"
"GO:MF","metal ion transmembrane transporter activity","GO:0046873","false","3.7321312507366215e-39","38.42804309148815","445","190","37","63187","Q13003,O94759,Q9UGM1,Q13698,P23975,P30531,Q9H2X9,Q9GZZ6,O75762,Q99624,Q13936,Q9UQD0,P55011,Q13002,P48048,P55017,Q01118,Q99250,Q16478,Q9Y345,Q9Y5Y9,P16615,Q9UI33,P35372,Q9UHW9,Q9H0U3,Q99808,Q14524,P98161,Q9NY46,Q06432,O14983,Q9UP95,P13866,Q15858,O00180,Q14643"
"GO:MF","ligand-gated monoatomic cation channel activity","GO:0099094","false","7.448562397892211e-39","38.12792753972271","134","190","27","63187","Q15825,Q04844,Q05901,Q13003,O94759,P11230,Q07001,P32297,Q9UGM1,P30532,Q9GZZ6,P17787,O75762,Q15822,P43681,P30926,Q13002,P48048,P07510,Q8WXA8,O95264,Q16478,Q5XXA6,P02708,O00180,A5X5Y0,Q14643"
"GO:MF","peptide binding","GO:0042277","false","1.781882173116222e-37","36.749121017054065","327","190","33","63187","O43613,P47901,O43614,O95838,P32745,P49683,P50391,P32238,Q5NUL3,P30559,P48058,P42262,P42263,P82251,P47871,P42261,P22888,Q9Y5Y4,P43220,P30968,P24530,P41146,Q15392,P35372,Q02643,Q15761,Q9UHI5,Q03431,P30988,P25929,P35346,P37288,P30874"
"GO:MF","amide binding","GO:0033218","false","3.587493263394032e-36","35.44520890577671","398","190","34","63187","O43613,P47901,O43614,O95838,P32745,P49683,P50391,P32238,Q5NUL3,P30559,P48058,P42262,P42263,P82251,P47871,P42261,P22888,Q9Y5Y4,P43220,P35610,P30968,P24530,P41146,Q15392,P35372,Q02643,Q15761,Q9UHI5,Q03431,P30988,P25929,P35346,P37288,P30874"
"GO:MF","excitatory extracellular ligand-gated monoatomic ion channel activity","GO:0005231","false","4.500467839368665e-36","35.34674233744794","37","190","19","63187","Q15825,Q04844,Q05901,P11230,Q07001,P32297,Q9UGM1,P30532,Q9GZZ6,P17787,Q15822,P43681,P30926,Q13002,P07510,Q8WXA8,O95264,P02708,A5X5Y0"
"GO:MF","glutamate receptor activity","GO:0008066","false","1.6455193393977003e-31","30.78369700917979","27","190","16","63187","Q13003,O00222,Q14832,Q9ULK0,Q14831,P48058,P42262,P42263,Q14833,Q13002,P42261,P41594,Q13255,O43424,Q16478,Q14416"
"GO:MF","acetylcholine receptor activity","GO:0015464","false","7.85079904164582e-31","30.105086139214308","22","190","15","63187","Q15825,Q04844,Q05901,P11230,P32297,P30532,P17787,Q15822,P43681,P30926,P07510,Q9H3N8,P02708,Q9Y5N1,P08912"
"GO:MF","sodium ion transmembrane transporter activity","GO:0015081","false","9.903876988276517e-26","25.00419476247223","158","190","21","63187","Q13003,O94759,P23975,P30531,Q99624,Q9UQD0,P55011,Q13002,P55017,Q01118,Q99250,Q16478,Q9Y345,Q9Y5Y9,Q9UI33,Q99808,Q14524,Q9NY46,P13866,Q15858,O00180"
"GO:MF","calcium ion transmembrane transporter activity","GO:0015085","false","9.203818836047398e-25","24.03603193838228","145","190","20","63187","O94759,Q9UGM1,Q13698,Q9GZZ6,O75762,Q13936,Q9UQD0,Q01118,Q99250,Q9Y5Y9,P16615,Q9UI33,P35372,Q14524,P98161,Q9NY46,Q06432,O14983,Q15858,Q14643"
"GO:MF","carboxylic acid transmembrane transporter activity","GO:0046943","false","1.352929440732546e-24","23.86872485255209","178","190","21","63187","Q13003,P30531,Q9ULK0,P48058,P42262,P42263,Q99624,P82251,Q07837,Q13002,P42261,O60931,O43424,Q16478,Q9Y345,P46721,Q9UPY5,Q9UHI5,P36021,Q9Y6L6,Q9NPD5"
"GO:MF","organic acid transmembrane transporter activity","GO:0005342","false","1.5288287294441058e-24","23.815641164701205","179","190","21","63187","Q13003,P30531,Q9ULK0,P48058,P42262,P42263,Q99624,P82251,Q07837,Q13002,P42261,O60931,O43424,Q16478,Q9Y345,P46721,Q9UPY5,Q9UHI5,P36021,Q9Y6L6,Q9NPD5"
"GO:MF","amino acid transmembrane transporter activity","GO:0015171","false","2.9499123020249393e-24","23.53019089497532","101","190","18","63187","Q13003,P30531,Q9ULK0,P48058,P42262,P42263,Q99624,P82251,Q07837,Q13002,P42261,O60931,O43424,Q16478,Q9Y345,Q9UPY5,Q9UHI5,P36021"
"GO:MF","organic anion transmembrane transporter activity","GO:0008514","false","1.0512342488913244e-22","21.97830049837199","257","190","22","63187","Q13003,P30531,Q9ULK0,P48058,P42262,P42263,Q99624,P82251,Q07837,Q13002,P42261,O60931,O43424,Q16478,Q9Y345,P46721,Q9UPY5,Q9UHI5,P36021,Q9Y6L6,Q9NPD5,O94956"
"GO:MF","calcium channel activity","GO:0005262","false","2.4089472367150225e-22","21.61817271227001","127","190","18","63187","O94759,Q9UGM1,Q13698,Q9GZZ6,O75762,Q13936,Q9UQD0,Q01118,Q99250,Q9Y5Y9,Q9UI33,P35372,Q14524,P98161,Q9NY46,Q06432,Q15858,Q14643"
"GO:MF","neuropeptide receptor activity","GO:0008188","false","5.275440106418611e-22","21.277741303268936","47","190","14","63187","O43614,P32745,P49683,P50391,O95665,P25103,P21452,Q6W5P4,P35372,P29371,Q15761,P25929,P35346,P30874"
"GO:MF","peptide hormone binding","GO:0017046","false","1.975429382370066e-21","20.704338490859868","51","190","14","63187","O43613,O43614,O95838,P50391,P32238,P30559,P47871,P22888,P43220,P24530,Q02643,Q03431,P30988,P37288"
"GO:MF","sodium channel activity","GO:0005272","false","2.031570434315737e-20","19.692168116136294","43","190","13","63187","Q13003,O94759,Q9UQD0,Q13002,Q01118,Q99250,Q16478,Q9Y5Y9,Q9UI33,Q14524,Q9NY46,Q15858,O00180"
"GO:MF","active transmembrane transporter activity","GO:0022804","false","5.964884179689669e-20","19.224397984618953","453","190","24","63187","P23975,P30531,Q9H2X9,Q99624,P82251,O95477,P55011,O60931,P55017,Q9NP58,Q9Y345,P46721,P16615,Q9UPY5,Q9UHW9,Q9UHI5,P36021,Q99808,O14983,Q9UP95,P13866,Q9Y6L6,Q9NPD5,O94956"
"GO:MF","hormone binding","GO:0042562","false","2.989611942551953e-19","18.524385180286178","93","190","15","63187","O43613,O43614,O95838,P48039,P50391,P32238,P30559,P47871,P22888,P43220,P24530,Q02643,Q03431,P30988,P37288"
"GO:MF","secondary active transmembrane transporter activity","GO:0015291","false","8.245009539365952e-19","18.083808837546254","283","190","20","63187","P23975,P30531,Q9H2X9,Q99624,P82251,P55011,O60931,P55017,Q9Y345,P46721,Q9UPY5,Q9UHW9,Q9UHI5,P36021,Q99808,Q9UP95,P13866,Q9Y6L6,Q9NPD5,O94956"
"GO:MF","adenylate cyclase inhibiting G protein-coupled glutamate receptor activity","GO:0001640","false","2.8720733286279924e-17","16.541804476055102","9","190","8","63187","Q13003,O00222,Q14832,Q14831,Q14833,P41594,Q13255,Q14416"
"GO:MF","G protein-coupled glutamate receptor activity","GO:0098988","false","2.8720733286279924e-17","16.541804476055102","9","190","8","63187","Q13003,O00222,Q14832,Q14831,Q14833,P41594,Q13255,Q14416"
"GO:MF","high voltage-gated calcium channel activity","GO:0008331","false","4.9939496290669646e-17","16.301555842426918","24","190","10","63187","Q13698,Q13936,Q9UQD0,Q01118,Q99250,Q9Y5Y9,Q9UI33,Q14524,Q9NY46,Q15858"
"GO:MF","voltage-gated calcium channel activity","GO:0005245","false","5.1107013019446376e-17","16.291519500908976","53","190","12","63187","Q13698,Q13936,Q9UQD0,Q01118,Q99250,Q9Y5Y9,Q9UI33,P35372,Q14524,Q9NY46,Q06432,Q15858"
"GO:MF","glutamate-gated receptor activity","GO:0004970","false","8.297014690888576e-16","15.081078140936","19","190","9","63187","Q13003,Q9ULK0,P48058,P42262,P42263,Q13002,P42261,O43424,Q16478"
"GO:MF","neuropeptide binding","GO:0042923","false","1.6089496005227987e-15","14.793457559727978","32","190","10","63187","P32745,P49683,P50391,Q9Y5Y4,P41146,P35372,Q15761,P25929,P35346,P30874"
"GO:MF","voltage-gated monoatomic ion channel activity","GO:0005244","false","1.1102098969508668e-14","13.954594905474712","183","190","15","63187","Q13698,Q13936,Q9UQD0,P48048,Q01118,Q99250,Q5XXA6,Q9Y5Y9,Q9UI33,P35372,Q14524,Q9NY46,Q06432,Q15858,O00180"
"GO:MF","voltage-gated channel activity","GO:0022832","false","1.4196629076921888e-14","13.847814764566577","186","190","15","63187","Q13698,Q13936,Q9UQD0,P48048,Q01118,Q99250,Q5XXA6,Q9Y5Y9,Q9UI33,P35372,Q14524,Q9NY46,Q06432,Q15858,O00180"
"GO:MF","voltage-gated monoatomic cation channel activity","GO:0022843","false","3.69621708798342e-14","13.43224252951238","156","190","14","63187","Q13698,Q13936,Q9UQD0,P48048,Q01118,Q99250,Q9Y5Y9,Q9UI33,P35372,Q14524,Q9NY46,Q06432,Q15858,O00180"
"GO:MF","acetylcholine binding","GO:0042166","false","3.608284855134961e-13","12.44269918450871","11","190","7","63187","Q05901,P11230,Q07001,P32297,P17787,P43681,P02708"
"GO:MF","voltage-gated sodium channel activity","GO:0005248","false","9.870000030998443e-13","12.005682845966387","22","190","8","63187","Q9UQD0,Q01118,Q99250,Q9Y5Y9,Q9UI33,Q14524,Q9NY46,Q15858"
"GO:MF","solute:monoatomic cation symporter activity","GO:0015294","false","1.2428115823081106e-12","11.905594708016789","117","190","12","63187","P23975,P30531,Q9H2X9,Q99624,P55011,O60931,P55017,Q9Y345,Q9UHW9,Q99808,Q9UP95,P13866"
